muscleNstrength,exRx,result,confidence
incline close grip bench press,Lever Close Grip Incline Bench Press,True,0.8027777777777777
incline close grip bench press,Barbell Close Grip Bench Press,True,0.8396825396825396
incline close grip bench press,Barbell Close Grip Incline Bench Press,True,0.7756056808688387
incline close grip bench press,Smith Close Grip Incline Bench Press,True,0.804861111111111
incline close grip bench press,Smith Close Grip Bench Press,True,0.8551984126984127
weighted bench dip,Weighted Bench Dip,True,1.0
weighted bench dip,Bench Dip,True,0.6847222222222222
lying dumbbell extension,Barbell Lying Triceps Extension,True,0.7162818420378904
lying dumbbell extension,Dumbbell Lying Triceps Extension,True,0.7398313492063492
lying cable tricep extension,Cable Decline Triceps Extension,True,0.7743855606758832
lying cable tricep extension,Barbell Lying Triceps Extension,True,0.7857334869431644
lying cable tricep extension,Cable Incline Triceps Extension,True,0.7743855606758832
lying cable tricep extension,Cable Kneeling Triceps Extension,True,0.7507853835978836
lying cable tricep extension,Cable Triceps Extension,True,0.8216269841269841
lying cable tricep extension,Cable Side Triceps Extension,True,0.8005456349206349
lying cable tricep extension,Cable Bar Lying Triceps Extension,True,0.7883802308802309
lying cable tricep extension,Cable Lying Triceps Extension,True,0.8561165845648604
lying cable tricep extension,Dumbbell Lying Triceps Extension,True,0.765922619047619
dumbbell tricep kickback,Dumbbell Kickback,True,0.8078703703703702
smith machine incline tricep extension,Cable Incline Triceps Extension,True,0.7658333333333334
